Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross income,Rating,Month,Hour,Hour_12
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45,Cash,954.4,47.72,5.2,1,13,1
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.12,86.62,2019-03-01,15:40,Ewallet,82.5,4.12,6.5,3,15,3
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.75,78.72,2019-03-16,16:58,Cash,74.97,3.75,5.6,3,16,4
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.38,680.06,2019-02-17,11:12,Credit card,647.68,32.38,7.4,2,11,11
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.79,793.55,2019-02-27,15:12,Cash,755.76,37.79,9.1,2,15,3
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.98,209.56,2019-03-07,20:37,Ewallet,199.58,9.98,8.0,3,20,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,2019-01-21,17:44,Cash,439.32,21.97,7.2,1,17,5
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.25,173.21,2019-02-19,16:23,Cash,164.96,8.25,7.1,2,16,4
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.06,2019-01-06,12:12,Cash,326.72,16.34,9.1,1,12,12
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.09,484.97,2019-03-14,19:33,Cash,461.88,23.09,5.6,3,19,7
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,2019-03-24,10:29,Cash,263.76,13.19,6.0,3,10,10
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,143.6,7.18,5.4,1,14,2
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.68,203.18,2019-03-06,12:46,Credit card,193.5,9.68,7.8,3,12,12
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193.01,2019-02-02,19:40,Cash,183.82,9.19,9.9,2,19,7
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.1,128.02,2019-01-25,19:39,Credit card,121.92,6.1,4.9,1,19,7
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.03,441.69,2019-03-14,17:54,Ewallet,420.66,21.03,5.2,3,17,5
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.62,265.1,2019-01-29,12:25,Cash,252.48,12.62,8.9,1,12,12
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,2019-01-03,16:47,Credit card,335.45,16.77,9.1,1,16,4
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,507.68,2019-01-14,12:52,Ewallet,483.5,24.18,7.0,1,12,12
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.34,2019-01-05,19:50,Credit card,318.42,15.92,9.6,1,19,7
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.42,701.85,2019-02-22,18:17,Ewallet,668.43,33.42,8.7,2,18,6
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.4,407.32,2019-02-06,17:20,Ewallet,387.92,19.4,9.4,2,17,5
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32,Credit card,94.6,4.73,4.0,1,13,1
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.79,2019-01-11,10:37,Credit card,329.32,16.47,7.5,1,10,10
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.66,55.88,2019-03-19,14:35,Cash,53.22,2.66,4.2,3,14,2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,2019-01-14,12:09,Cash,498.45,24.92,9.9,1,12,12
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.98,314.54,2019-03-01,15:32,Ewallet,299.56,14.98,4.2,3,15,3
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.24,214.94,2019-01-06,13:58,Ewallet,204.7,10.24,9.9,1,13,1
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.79,79.61,2019-01-31,13:19,Cash,75.82,3.79,5.8,1,13,1
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.03,294.65,2019-03-11,13:37,Cash,280.62,14.03,6.0,3,13,1
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,323.2,16.16,10.0,2,16,4
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.33,510.96,2019-01-27,14:55,Ewallet,486.63,24.33,9.5,1,14,2
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,133.92,2019-03-10,14:04,Credit card,127.54,6.38,6.6,3,14,2
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.07,253.51,2019-02-15,12:31,Cash,241.44,12.07,8.1,2,12,12
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398.48,2019-01-26,14:51,Cash,379.5,18.98,9.7,1,14,2
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.84,80.66,2019-02-13,18:27,Ewallet,76.82,3.84,7.2,2,18,6
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45,Credit card,522.6,26.13,6.2,3,12,12
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.99,83.73,2019-03-06,10:36,Ewallet,79.74,3.99,7.3,3,10,10
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.38,406.88,2019-01-24,20:36,Ewallet,387.5,19.38,4.3,1,20,8
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.57,284.92,2019-03-13,14:16,Ewallet,271.35,13.57,4.6,3,14,2
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128.43,2019-03-15,10:26,Cash,122.31,6.12,5.8,3,10,10
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,258.68,2019-03-05,13:30,Credit card,246.36,12.32,8.3,3,13,1
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,181.82,2019-03-04,16:28,Cash,173.16,8.66,8.0,3,16,4
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.83,248.41,2019-03-25,20:18,Credit card,236.58,11.83,9.4,3,20,8
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.24,194.12,2019-03-12,20:04,Credit card,184.88,9.24,6.2,3,20,8
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.7,14.68,2019-02-04,13:38,Ewallet,13.98,0.7,9.8,2,13,1
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,208.69,2019-02-22,10:43,Ewallet,198.75,9.94,9.6,2,10,10
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.23,718.76,2019-02-16,17:30,Ewallet,684.53,34.23,4.9,2,17,5
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,2019-01-19,15:28,Credit card,269.04,13.45,8.0,1,15,3
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.45,72.4,2019-01-11,19:07,Credit card,68.95,3.45,7.8,1,19,7
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,288.58,2019-01-04,19:01,Cash,274.84,13.74,4.1,1,19,7
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,2019-03-04,19:48,Ewallet,226.12,11.31,5.5,3,19,7
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.96,125.06,2019-01-28,19:24,Ewallet,119.1,5.96,5.4,1,19,7
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.1,359.2,2019-01-02,13:00,Cash,342.1,17.1,5.1,1,13,1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.19,45.93,2019-01-25,14:29,Ewallet,43.74,2.19,6.9,1,14,2
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.24,110.09,2019-01-04,13:21,Cash,104.85,5.24,7.8,1,13,1
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.88,81.4,2019-03-10,18:55,Ewallet,77.52,3.88,6.6,3,18,6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,2019-03-22,19:36,Ewallet,407.44,20.37,9.2,3,19,7
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,100.92,2019-01-25,16:28,Ewallet,96.11,4.81,7.8,1,16,4
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.6,2019-01-08,13:48,Credit card,181.52,9.08,8.7,1,13,1
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.08,85.59,2019-01-22,10:57,Ewallet,81.51,4.08,9.2,1,10,10
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.16,2019-01-12,17:13,Ewallet,114.44,5.72,8.3,1,17,5
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.83,185.37,2019-02-04,10:23,Cash,176.54,8.83,8.2,2,10,10
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57,Ewallet,115.8,5.79,7.5,3,13,1
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,2019-01-23,13:29,Cash,252.15,12.61,9.8,1,13,1
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.6,1020.7,2019-02-08,13:00,Credit card,972.1,48.6,8.7,2,13,1
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,213.53,2019-03-19,19:42,Credit card,203.36,10.17,6.7,3,19,7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.81,17.09,2019-03-09,15:36,Cash,16.28,0.81,5.0,3,15,3
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,383.76,2019-01-02,13:40,Cash,365.49,18.27,7.0,1,13,1
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.8,2019-01-21,18:01,Cash,372.19,18.61,8.9,1,18,6
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.13,65.74,2019-03-20,13:53,Credit card,62.61,3.13,8.0,3,13,1
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353.17,2019-02-27,17:27,Cash,336.35,16.82,6.9,2,17,5
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.32,951.82,2019-03-08,10:53,Ewallet,906.5,45.32,7.3,3,10,10
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.91,145.07,2019-01-31,19:48,Credit card,138.16,6.91,6.9,1,19,7
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.33,90.87,2019-03-08,16:53,Ewallet,86.54,4.33,5.7,3,16,4
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.8,2019-01-13,19:14,Ewallet,140.76,7.04,6.4,1,19,7
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702.22,2019-03-09,14:36,Credit card,668.78,33.44,9.6,3,14,2
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.37,49.81,2019-02-22,18:19,Credit card,47.44,2.37,6.8,2,18,6
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.66,937.82,2019-03-19,19:09,Ewallet,893.16,44.66,9.0,3,19,7
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,2019-01-20,16:51,Ewallet,331.72,16.59,9.6,1,16,4
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.2,214.14,2019-03-08,15:37,Credit card,203.94,10.2,7.7,3,15,3
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.41,71.57,2019-03-08,20:15,Ewallet,68.16,3.41,7.0,3,20,8
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.34,343.22,2019-02-07,14:38,Credit card,326.88,16.34,6.5,2,14,2
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25,Cash,87.2,4.36,8.1,1,19,7
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,742.81,2019-03-22,19:35,Credit card,707.44,35.37,4.3,3,19,7
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,2019-01-15,15:42,Credit card,802.89,40.14,6.5,1,15,3
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.64,13.42,2019-01-08,14:11,Ewallet,12.78,0.64,9.5,1,14,2
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.68,140.38,2019-01-15,10:43,Cash,133.7,6.68,9.7,1,10,10
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.96,20.11,2019-01-28,17:58,Credit card,19.15,0.96,9.5,1,17,5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26,Credit card,276.6,13.83,8.9,2,11,11
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.86,144.08,2019-03-10,17:38,Credit card,137.22,6.86,6.5,3,17,5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28.42,2019-01-12,20:07,Credit card,27.07,1.35,5.3,1,20,8
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.96,41.08,2019-03-26,11:02,Credit card,39.12,1.96,9.6,3,11,11
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.41,470.67,2019-01-01,19:07,Cash,448.26,22.41,6.7,1,19,7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.6,138.66,2019-01-02,18:50,Cash,132.06,6.6,7.6,1,18,6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9,333.95,2019-03-16,12:43,Ewallet,318.05,15.9,4.8,3,12,12
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,25.0,1.25,5.5,3,15,3
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.15,87.23,2019-01-31,13:47,Cash,83.08,4.15,4.7,1,13,1
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59,Cash,147.8,7.39,6.9,2,16,4
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15,Credit card,696.6,34.83,4.5,2,14,2
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.7,833.6,2019-02-07,20:24,Cash,793.9,39.7,6.2,2,20,8
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.28,488.98,2019-01-27,13:58,Cash,465.7,23.28,7.6,1,13,1
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.79,37.68,2019-02-23,16:52,Credit card,35.89,1.79,7.9,2,16,4
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,202.6,10.13,4.5,2,15,3
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.52,767.02,2019-03-03,12:25,Credit card,730.5,36.52,8.7,3,12,12
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02,Cash,295.8,14.79,6.1,2,10,10
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.13,23.75,2019-03-17,18:58,Cash,22.62,1.13,6.4,3,18,6
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.84,269.54,2019-03-28,15:31,Credit card,256.7,12.84,9.1,3,15,3
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.28,572.78,2019-03-02,11:22,Credit card,545.5,27.28,7.1,3,11,11
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0,273.05,2019-02-08,13:12,Credit card,260.05,13.0,7.7,2,13,1
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233.23,2019-03-22,18:33,Cash,222.12,11.11,4.5,3,18,6
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.08,22.66,2019-02-09,10:02,Ewallet,21.58,1.08,7.2,2,10,10
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.94,103.78,2019-02-15,11:21,Cash,98.84,4.94,8.4,2,11,11
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,2019-01-23,12:10,Ewallet,502.62,25.13,5.4,1,12,12
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40,Cash,160.2,8.01,9.7,1,11,11
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.56,452.86,2019-02-02,18:31,Credit card,431.3,21.56,5.5,2,18,6
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.03,609.59,2019-03-30,17:58,Cash,580.56,29.03,4.6,3,17,5
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04,Cash,322.2,16.11,6.6,3,17,5
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.78,205.32,2019-02-25,20:35,Credit card,195.54,9.78,6.3,2,20,8
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.32,174.62,2019-03-18,16:10,Credit card,166.3,8.32,4.2,3,16,4
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.81,353.09,2019-03-07,16:54,Ewallet,336.28,16.81,4.4,3,16,4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.18,360.88,2019-03-16,10:11,Ewallet,343.7,17.18,6.7,3,10,10
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26,Ewallet,38.6,1.93,6.7,1,11,11
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.39,554.15,2019-02-02,20:29,Cash,527.76,26.39,8.4,2,20,8
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12,Cash,328.0,16.4,6.2,2,12,12
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.28,194.98,2019-01-08,13:05,Ewallet,185.7,9.28,5.0,1,13,1
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,603.8,30.19,6.0,2,16,4
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48,Credit card,369.8,18.49,7.0,1,19,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.9,207.86,2019-03-21,15:25,Ewallet,197.96,9.9,6.6,3,15,3
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.54,431.44,2019-02-28,14:42,Cash,410.9,20.54,7.3,2,14,2
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,148.6,7.43,8.3,3,18,6
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.15,24.11,2019-01-30,20:47,Cash,22.96,1.15,4.3,1,20,8
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734.08,2019-02-04,13:21,Ewallet,699.12,34.96,9.8,2,13,1
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48,Ewallet,69.4,3.47,8.2,3,19,7
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,196.6,9.83,7.2,3,18,6
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,212.69,2019-03-05,20:24,Ewallet,202.56,10.13,8.7,3,20,8
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,121.2,6.06,8.4,3,13,1
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,209.77,2019-02-26,11:48,Ewallet,199.78,9.99,7.1,2,11,11
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,637.73,2019-03-20,14:14,Cash,607.36,30.37,5.5,3,14,2
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.32,132.76,2019-01-01,15:51,Cash,126.44,6.32,8.5,1,15,3
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.07,568.51,2019-01-27,11:17,Cash,541.44,27.07,6.2,1,11,11
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,2019-01-21,17:36,Cash,98.13,4.91,8.9,1,17,5
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.61,432.77,2019-02-02,15:47,Cash,412.16,20.61,9.6,2,15,3
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.7,77.67,2019-02-03,15:53,Credit card,73.97,3.7,5.4,2,15,3
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.6,33.49,2019-01-05,12:40,Ewallet,31.9,1.6,9.1,1,12,12
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48,Ewallet,138.8,6.94,9.0,1,19,7
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,195.95,2019-03-25,17:53,Cash,186.62,9.33,6.3,3,17,5
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.42,92.87,2019-02-25,16:36,Credit card,88.45,4.42,9.5,2,16,4
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.67,203.11,2019-01-28,20:54,Ewallet,193.44,9.67,9.8,1,20,8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,152.78,2019-01-08,12:50,Cash,145.5,7.28,6.7,1,12,12
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.22,529.52,2019-01-29,10:48,Credit card,504.3,25.22,7.7,1,10,10
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,321.77,2019-03-29,14:28,Cash,306.45,15.32,7.0,3,14,2
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.78,100.48,2019-02-09,17:15,Credit card,95.7,4.78,5.1,2,17,5
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,2019-01-16,18:03,Credit card,635.18,31.76,6.2,1,18,6
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,2019-01-05,17:29,Ewallet,214.55,10.73,6.1,1,17,5
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,19.0,398.96,2019-01-27,18:05,Ewallet,379.96,19.0,9.3,1,18,6
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.84,731.69,2019-03-14,12:07,Cash,696.85,34.84,7.6,3,12,12
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.44,429.17,2019-02-23,19:49,Credit card,408.73,20.44,8.2,2,19,7
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.57,54.04,2019-03-18,15:52,Ewallet,51.47,2.57,8.5,3,15,3
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.72,288.02,2019-03-29,16:48,Ewallet,274.3,13.72,9.8,3,16,4
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.85,206.8,2019-01-22,20:46,Credit card,196.95,9.85,8.7,1,20,8
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.47,72.93,2019-03-01,18:14,Ewallet,69.46,3.47,9.7,3,18,6
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,15:05,Credit card,359.6,17.98,4.3,1,15,3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.86,143.99,2019-03-26,10:34,Credit card,137.13,6.86,7.7,3,10,10
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.95,523.97,2019-03-20,11:23,Cash,499.02,24.95,7.3,3,11,11
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.23,235.87,2019-02-06,13:55,Credit card,224.64,11.23,5.9,2,13,1
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.29,132.03,2019-01-01,11:43,Cash,125.74,6.29,5.0,1,11,11
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.51,514.77,2019-01-27,14:36,Credit card,490.26,24.51,8.0,1,14,2
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.85,479.9,2019-02-25,16:03,Ewallet,457.05,22.85,7.1,2,16,4
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.68,2019-01-16,20:03,Credit card,156.84,7.84,9.0,1,20,8
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.71,2019-01-13,14:55,Ewallet,119.72,5.99,6.7,1,14,2
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,543.6,27.18,6.1,2,11,11
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.14,926.95,2019-02-17,19:41,Cash,882.81,44.14,9.3,2,19,7
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.63,160.21,2019-02-12,19:01,Ewallet,152.58,7.63,7.0,2,19,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.67,728.11,2019-01-24,18:04,Credit card,693.44,34.67,7.2,1,18,6
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.48,240.98,2019-02-06,19:20,Ewallet,229.5,11.48,8.2,2,19,7
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.34,154.13,2019-03-26,10:31,Ewallet,146.79,7.34,8.4,3,10,10
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,141.6,7.08,6.2,3,13,1
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.83,122.52,2019-02-07,11:36,Ewallet,116.69,5.83,7.4,2,11,11
